2014-10-17 11:53:39	28:E3:47:CB:29:1B	-59	8000393
2014-10-17 11:54:53	28:E3:47:CB:29:1B	-44	8000157
2014-10-17 11:56:20	28:E3:47:CB:29:1B	-62	8000394
2014-10-17 11:57:32	28:E3:47:CB:29:1B	-46	8000395
2014-10-17 11:57:33	28:E3:47:CB:29:1B	-32	8000395
2014-10-17 11:58:18	28:E3:47:CB:29:1B	-60	8000395
2014-10-17 11:59:31	28:E3:47:CB:29:1B	-32	8000395
2014-10-17 11:59:34	28:E3:47:CB:29:1B	-52	8000395
2014-10-17 12:00:34	28:E3:47:CB:29:1B	-44	8000395
2014-10-17 12:01:47	28:E3:47:CB:29:1B	-54	8000395
2014-10-17 12:01:50	28:E3:47:CB:29:1B	-68	8000393
2014-10-17 12:03:08	28:E3:47:CB:29:1B	-57	8000394
2014-10-17 12:03:32	28:E3:47:CB:29:1B	-52	8000395
2014-10-17 12:04:05	28:E3:47:CB:29:1B	-64	8000394
2014-10-17 12:04:18	28:E3:47:CB:29:1B	-44	8000157
2014-10-17 12:04:22	28:E3:47:CB:29:1B	-72	8000393
2014-10-17 12:05:18	28:E3:47:CB:29:1B	-80	8000395
2014-10-17 12:06:19	28:E3:47:CB:29:1B	-67	8000394
2014-10-17 12:06:36	28:E3:47:CB:29:1B	-31	8000395
2014-10-17 12:06:38	28:E3:47:CB:29:1B	-70	8000393
2014-10-17 12:07:38	28:E3:47:CB:29:1B	-57	8000394
2014-10-17 12:08:33	28:E3:47:CB:29:1B	-31	8000395
2014-10-17 12:09:30	28:E3:47:CB:29:1B	-58	8000393
2014-10-17 12:09:46	28:E3:47:CB:29:1B	-69	8000393
2014-10-17 12:09:55	28:E3:47:CB:29:1B	-66	8000395
2014-10-17 12:10:18	28:E3:47:CB:29:1B	-55	8000395
2014-10-17 12:10:58	28:E3:47:CB:29:1B	-54	8000395
2014-10-17 12:11:26	28:E3:47:CB:29:1B	-51	8000395
2014-10-17 12:11:34	28:E3:47:CB:29:1B	-31	8000395
2014-10-17 12:11:41	28:E3:47:CB:29:1B	-59	8000395
2014-10-17 12:12:39	28:E3:47:CB:29:1B	-32	8000395
2014-10-17 12:13:49	28:E3:47:CB:29:1B	-31	8000395
2014-10-17 12:13:53	28:E3:47:CB:29:1B	-70	8000393
2014-10-17 12:15:05	28:E3:47:CB:29:1B	-31	8000395
2014-10-17 12:17:26	28:E3:47:CB:29:1B	-41	8000395
2014-10-17 12:19:54	28:E3:47:CB:29:1B	-46	8000395
2014-10-17 12:19:57	28:E3:47:CB:29:1B	-74	8000393
2014-10-17 12:21:07	28:E3:47:CB:29:1B	-45	8000157
2014-10-17 12:21:09	28:E3:47:CB:29:1B	-57	8000157
2014-10-17 12:22:22	28:E3:47:CB:29:1B	-32	8000395
2014-10-17 12:22:25	28:E3:47:CB:29:1B	-52	8000395
2014-10-17 12:23:32	28:E3:47:CB:29:1B	-64	8000394
2014-10-17 12:23:34	28:E3:47:CB:29:1B	-58	8000157
2014-10-17 12:24:47	28:E3:47:CB:29:1B	-68	8000157
2014-10-17 12:26:01	28:E3:47:CB:29:1B	-70	8000393
2014-10-17 12:27:16	28:E3:47:CB:29:1B	-59	8000394
2014-10-17 12:27:18	28:E3:47:CB:29:1B	-45	8000394
2014-10-17 12:28:32	28:E3:47:CB:29:1B	-56	8000394
2014-10-17 12:29:45	28:E3:47:CB:29:1B	-75	8000393
2014-10-17 12:31:15	28:E3:47:CB:29:1B	-69	8000393
2014-10-17 12:31:21	28:E3:47:CB:29:1B	-55	8000393
2014-10-17 12:31:28	28:E3:47:CB:29:1B	-39	8000393
2014-10-17 12:31:37	28:E3:47:CB:29:1B	-68	8000394
2014-10-17 12:33:26	28:E3:47:CB:29:1B	-49	8000394
2014-10-17 12:34:41	28:E3:47:CB:29:1B	-69	8000395
2014-10-17 12:34:42	28:E3:47:CB:29:1B	-54	8000394
2014-10-17 12:35:52	28:E3:47:CB:29:1B	-45	8000394
2014-10-17 12:35:53	28:E3:47:CB:29:1B	-60	8000157
2014-10-17 12:37:09	28:E3:47:CB:29:1B	-49	8000394
2014-10-17 12:38:20	28:E3:47:CB:29:1B	-66	8000157
2014-10-17 12:39:35	28:E3:47:CB:29:1B	-63	8000395
2014-10-17 12:39:42	28:E3:47:CB:29:1B	-56	8000394
2014-10-17 12:41:13	28:E3:47:CB:29:1B	-61	8000394
2014-10-17 12:41:18	28:E3:47:CB:29:1B	-55	8000157
2014-10-17 12:42:16	28:E3:47:CB:29:1B	-56	8000395
2014-10-17 12:42:18	28:E3:47:CB:29:1B	-60	8000393
2014-10-17 12:43:28	28:E3:47:CB:29:1B	-54	8000394
2014-10-17 12:45:57	28:E3:47:CB:29:1B	-67	8000395
2014-10-17 12:47:08	28:E3:47:CB:29:1B	-48	8000157
2014-10-17 12:47:10	28:E3:47:CB:29:1B	-47	8000395
2014-10-17 12:48:25	28:E3:47:CB:29:1B	-45	8000157
2014-10-17 12:49:39	28:E3:47:CB:29:1B	-39	8000157
2014-10-17 12:50:52	28:E3:47:CB:29:1B	-57	8000393
2014-10-17 12:52:03	28:E3:47:CB:29:1B	-54	8000394
2014-10-17 12:52:08	28:E3:47:CB:29:1B	-50	8000393
2014-10-17 12:54:40	28:E3:47:CB:29:1B	-56	8000157
2014-10-17 12:54:47	28:E3:47:CB:29:1B	-54	8000394
2014-10-17 12:54:52	28:E3:47:CB:29:1B	-47	8000394
2014-10-17 12:56:02	28:E3:47:CB:29:1B	-62	8000393
2014-10-17 12:56:05	28:E3:47:CB:29:1B	-56	8000393
2014-10-17 12:57:19	28:E3:47:CB:29:1B	-67	8000393
2014-10-17 12:58:29	28:E3:47:CB:29:1B	-73	8000393
2014-10-17 12:58:32	28:E3:47:CB:29:1B	-53	8000393
2014-10-17 13:02:08	28:E3:47:CB:29:1B	-62	8000395
2014-10-17 13:04:35	28:E3:47:CB:29:1B	-65	8000393
2014-10-17 13:05:45	28:E3:47:CB:29:1B	-63	8000157
2014-10-17 13:05:46	28:E3:47:CB:29:1B	-61	8000395
2014-10-17 13:07:01	28:E3:47:CB:29:1B	-51	8000393
2014-10-17 13:08:13	28:E3:47:CB:29:1B	-62	8000157
2014-10-17 13:08:17	28:E3:47:CB:29:1B	-65	8000393
2014-10-17 13:09:24	28:E3:47:CB:29:1B	-52	8000157
2014-10-17 13:10:15	28:E3:47:CB:29:1B	-54	8000157
2014-10-17 13:18:07	28:E3:47:CB:29:1B	-52	8000394
2014-10-17 13:18:10	28:E3:47:CB:29:1B	-60	8000393
2014-10-17 13:18:25	28:E3:47:CB:29:1B	-60	8000393
2014-10-17 13:19:24	28:E3:47:CB:29:1B	-43	8000157
2014-10-17 13:21:05	28:E3:47:CB:29:1B	-61	8000394
2014-10-17 13:22:19	28:E3:47:CB:29:1B	-56	8000393
2014-10-17 13:23:30	28:E3:47:CB:29:1B	-61	8000395
2014-10-17 13:24:42	28:E3:47:CB:29:1B	-48	8000157
2014-10-17 13:24:44	28:E3:47:CB:29:1B	-61	8000393
2014-10-17 13:25:57	28:E3:47:CB:29:1B	-62	8000395
2014-10-17 13:27:09	28:E3:47:CB:29:1B	-62	8000395
2014-10-17 13:28:24	28:E3:47:CB:29:1B	-43	8000157
2014-10-17 13:28:26	28:E3:47:CB:29:1B	-73	8000393
2014-10-17 13:34:04	28:E3:47:CB:29:1B	-81	8000393
2014-10-17 13:34:18	28:E3:47:CB:29:1B	-80	8000395
2014-10-17 13:34:22	28:E3:47:CB:29:1B	-62	8000395
2014-10-17 13:34:29	28:E3:47:CB:29:1B	-38	8000395
2014-10-17 13:35:39	28:E3:47:CB:29:1B	-67	8000395
2014-10-17 13:35:40	28:E3:47:CB:29:1B	-52	8000394
2014-10-17 13:36:59	28:E3:47:CB:29:1B	-55	8000395
2014-10-17 13:38:10	28:E3:47:CB:29:1B	-51	8000394
2014-10-17 13:38:11	28:E3:47:CB:29:1B	-53	8000395
2014-10-17 13:39:27	28:E3:47:CB:29:1B	-69	8000393
2014-10-17 13:40:39	28:E3:47:CB:29:1B	-69	8000395
2014-10-17 13:41:34	28:E3:47:CB:29:1B	-64	8000395
