2014-10-17 12:01:57	3C:25:D7:DC:9E:9C	-70	8000393
2014-10-17 12:02:03	3C:25:D7:DC:9E:9C	-64	8000395
2014-10-17 12:02:09	3C:25:D7:DC:9E:9C	-67	8000394
2014-10-17 12:02:14	3C:25:D7:DC:9E:9C	-56	8000395
2014-10-17 12:02:19	3C:25:D7:DC:9E:9C	-67	8000393
2014-10-17 12:02:27	3C:25:D7:DC:9E:9C	-62	8000393
2014-10-17 12:02:33	3C:25:D7:DC:9E:9C	-70	8000394
2014-10-17 12:02:46	3C:25:D7:DC:9E:9C	-62	8000393
2014-10-17 12:02:51	3C:25:D7:DC:9E:9C	-65	8000394
2014-10-17 12:07:02	3C:25:D7:DC:9E:9C	-57	8000394
2014-10-17 12:08:48	3C:25:D7:DC:9E:9C	-76	8000393
2014-10-17 12:08:52	3C:25:D7:DC:9E:9C	-73	8000393
2014-10-17 12:09:23	3C:25:D7:DC:9E:9C	-78	8000393
2014-10-17 12:09:27	3C:25:D7:DC:9E:9C	-69	8000394
2014-10-17 12:09:40	3C:25:D7:DC:9E:9C	-74	8000394
2014-10-17 12:09:51	3C:25:D7:DC:9E:9C	-59	8000395
2014-10-17 12:10:01	3C:25:D7:DC:9E:9C	-66	8000395
2014-10-17 12:10:05	3C:25:D7:DC:9E:9C	-42	8000395
2014-10-17 12:10:10	3C:25:D7:DC:9E:9C	-71	8000393
2014-10-17 12:10:16	3C:25:D7:DC:9E:9C	-67	8000393
2014-10-17 12:12:49	3C:25:D7:DC:9E:9C	-64	8000394
2014-10-17 12:14:24	3C:25:D7:DC:9E:9C	-48	8000395
2014-10-17 12:15:04	3C:25:D7:DC:9E:9C	-49	8000395
2014-10-17 12:16:00	3C:25:D7:DC:9E:9C	-44	8000395
2014-10-17 12:16:07	3C:25:D7:DC:9E:9C	-77	8000393
2014-10-17 12:18:19	3C:25:D7:DC:9E:9C	-63	8000395
2014-10-17 12:18:21	3C:25:D7:DC:9E:9C	-73	8000157
2014-10-17 12:19:20	3C:25:D7:DC:9E:9C	-76	8000394
2014-10-17 12:19:35	3C:25:D7:DC:9E:9C	-58	8000395
2014-10-17 12:20:38	3C:25:D7:DC:9E:9C	-63	8000395
2014-10-17 12:21:29	3C:25:D7:DC:9E:9C	-67	8000394
2014-10-17 12:21:38	3C:25:D7:DC:9E:9C	-54	8000395
2014-10-17 12:21:50	3C:25:D7:DC:9E:9C	-55	8000395
